E	(?<!bar)foo	foo	(0,3)
E	SAME	catfood	(3,6)
E	SAME	arfootle	(2,5)
E	SAME	rfoosh	(1,4)
E	SAME	barfoo	NOMATCH
E	SAME	towbarfoo	NOMATCH
E$	\\w{3}(?<!bar)foo	catfood	(0,6)
E$	SAME	foo	NOMATCH
E$	SAME	barfoo	NOMATCH
E$	SAME	towbarfoo	NOMATCH
E	(?<=(foo)a)bar	fooabar	(4,7)(0,3)
E	SAME	bar	NOMATCH
E	SAME	foobbar	NOMATCH
E$n	\\Aabc\\z	abc	(0,3)
E$n	SAME	abc\n	NOMATCH
E$n	SAME	qqq\nabc	NOMATCH
E$n	SAME	abc\nzzz	NOMATCH
E$n	SAME	qqq\nabc\nzzz	NOMATCH
E	(?>.*/)foo	/this/is/a/very/long/line/in/deed/with/very/many/slashes/in/it/you/see/	NOMATCH
E	(?>.*/)foo	/this/is/a/very/long/line/in/deed/with/very/many/slashes/in/and/foo	(0,67)
E$	(?>(\\.\\d\\d[1-9]?))\\d+	1.230003938	(1,11)(1,4)
E$	SAME	1.875000282	(1,11)(1,5)
E$	SAME	1.235	NOMATCH
E$	^((?>\\w+)|(?>\\s+))*$	now is the time for all good men to come to the aid of the party	(0,64)(59,64)
E$	SAME	this is not a line with only words and spaces!	NOMATCH
E$	(\\d+)(\\w)	12345a	(0,6)(0,5)(5,6)
E$	SAME	12345+	(0,5)(0,4)(4,5)
E$	((?>\\d+))(\\w)	12345a	(0,6)(0,5)(5,6)
E$	SAME	12345+	NOMATCH
E	(?>a+)b	aaab	(0,4)
E	((?>a+)b)	aaab	(0,4)(0,4)
E	(?>(a+))b	aaab	(0,4)(0,3)
E	(?>b)	aaabbbccc	(3,4)
E	(?>b)*	aaabbbccc	(0,0)
E	(?>b)+	aaabbbccc	(3,6)
E	(?>(b))+	aaabbbccc	(3,6)(5,6)
E	((?>b))+	aaabbbccc	(3,6)(5,6)
E	((?>(b)))+	aaabbbccc	(3,6)(5,6)(5,6)
E	(?>b)+.	aaabbbccc	(3,7)
E	(?:b)	aaabbbccc	(3,4)
E	(?:b)*	aaabbbccc	(0,0)
E	(?:b)+	aaabbbccc	(3,6)
E	(?:(b))+	aaabbbccc	(3,6)(5,6)
E	((?:b))+	aaabbbccc	(3,6)(5,6)
E	((?:(b)))+	aaabbbccc	(3,6)(5,6)(5,6)
