Bi$	[[:blank:]][[:blank:]]*	\na \t b	(2,5)	posix-2.8.3.2-37
Ei$	[[:blank:]][[:blank:]]*	\na \t b	(2,5)	posix-2.8.3.2-37
B$	[[:graph:]][[:graph:]]*	\n %abC12\f	(2,8)	posix-2.8.3.2-38
E$	[[:graph:]][[:graph:]]*	\n %abC12\f	(2,8)	posix-2.8.3.2-38
B	[[:punct:]][[:punct:]]*	a~!@#$%^&*()_+=-`[]{};':"|\,./?>< 	(1,33)	posix-2.8.3.2-39
E	[[:punct:]][[:punct:]]*	a~!@#$%^&*()_+=-`[]{};':"|\,./?>< 	(1,33)	posix-2.8.3.2-39
B	[[:xdigit:]][[:xdigit:]]*	-0123456789ABCDEFabcdef	(1,23)	posix-2.8.3.2-40
E	[[:xdigit:]][[:xdigit:]]*	-0123456789ABCDEFabcdef	(1,23)	posix-2.8.3.2-40
B	[a-z][a-z]*	ABCabcxyzABC	(3,9)	posix-2.8.3.2-41
E	[a-z][a-z]*	ABCabcxyzABC	(3,9)	posix-2.8.3.2-41
B	[a-z][z-a]*	NULL	ERANGE	posix-2.8.3.2-42
E	[a-z][z-a]*	NULL	ERANGE	posix-2.8.3.2-42
B	[a-a][a-a]*	zaaaaab	(1,6)	posix-2.8.3.2-43
E	[a-a][a-a]*	zaaaaab	(1,6)	posix-2.8.3.2-43
Bi	[a-a][a-a]*	ZAAAAAB	(1,6)	posix-2.8.3.2-44
Ei	[a-a][a-a]*	ZAAAAAB	(1,6)	posix-2.8.3.2-44
B	[--Z][--Z]*	!ABC-./XYZ~	(1,10)	posix-2.8.3.2-45
E	[--Z][--Z]*	!ABC-./XYZ~	(1,10)	posix-2.8.3.2-45
B	[*--Z][*--Z]*	!+*,---ABC	(1,7)	posix-2.8.3.2-46
E	[*--Z][*--Z]*	!+*,---ABC	(1,7)	posix-2.8.3.2-46
B	[a-][a-]*	xa-a--a-ay	(1,9)	posix-2.8.3.2-47
E	[a-][a-]*	xa-a--a-ay	(1,9)	posix-2.8.3.2-47
B	[a[.-.]z][a[.-.]z]*	ba-a-a-zw	(1,8)	posix-2.8.3.2-48
E	[a[.-.]z][a[.-.]z]*	ba-a-a-zw	(1,8)	posix-2.8.3.2-48
B	[[.a.]-[.z.]][[.a.]-z]*	ABCabcxyzABC	(3,9)	posix-2.8.3.2-49
E	[[.a.]-[.z.]][[.a.]-z]*	ABCabcxyzABC	(3,9)	posix-2.8.3.2-49
B	[[.a.]-[.a.]][[.a.]-[.a.]]*	zaaaaab	(1,6)	posix-2.8.3.2-50
E	[[.a.]-[.a.]][[.a.]-[.a.]]*	zaaaaab	(1,6)	posix-2.8.3.2-50
Bi	[a-[.a.]][[.a.]-a]*	ZAAAAAB	(1,6)	posix-2.8.3.2-51
Ei	[a-[.a.]][[.a.]-a]*	ZAAAAAB	(1,6)	posix-2.8.3.2-51
B	[[.-.]-[.Z.]][[.-.]-[.Z.]]*	!ABC-./XYZ~	(1,10)	posix-2.8.3.2-52
E	[[.-.]-[.Z.]][[.-.]-[.Z.]]*	!ABC-./XYZ~	(1,10)	posix-2.8.3.2-52
B	[*--Z][*-[.-.]Z]*	!+*,---ZABC	(1,8)	posix-2.8.3.2-53
E	[*--Z][*-[.-.]Z]*	!+*,---ZABC	(1,8)	posix-2.8.3.2-53
B	[[:digit:]a-z#$%][[:digit:]a-z#$%]*	__abc#lmn012$x%yz789*	(2,20)	posix-2.8.3.2-54
E	[[:digit:]a-z#$%][[:digit:]a-z#$%]*	__abc#lmn012$x%yz789*	(2,20)	posix-2.8.3.2-54
Bi	[[:digit:]a-z#$%][[:digit:]a-z#$%]*	__abcLMN012x%#$yz789*	(2,20)	posix-2.8.3.2-55
Ei	[[:digit:]a-z#$%][[:digit:]a-z#$%]*	__abcLMN012x%#$yz789*	(2,20)	posix-2.8.3.2-55
B	[^[:digit:]a-z#$%][^[:digit:]a-z#$%]*	abc#lmn012$x%yz789--@*,abc	(18,23)	posix-2.8.3.2-56
E	[^[:digit:]a-z#$%][^[:digit:]a-z#$%]*	abc#lmn012$x%yz789--@*,abc	(18,23)	posix-2.8.3.2-56
Bi	[^[:digit:]a-z#$%][^[:digit:]a-z#$%]*	abC#LMn012$x%yz789--@*,abc	(18,23)	posix-2.8.3.2-57
Ei	[^[:digit:]a-z#$%][^[:digit:]a-z#$%]*	abC#LMn012$x%yz789--@*,abc	(18,23)	posix-2.8.3.2-57
B	[^-][^-]*	---afd*(&,ml---	(3,12)	posix-2.8.3.2-58
E	[^-][^-]*	---afd*(&,ml---	(3,12)	posix-2.8.3.2-58
B	[^--Z][^--Z]*	---AFD*(&,ml---	(6,12)	posix-2.8.3.2-59
E	[^--Z][^--Z]*	---AFD*(&,ml---	(6,12)	posix-2.8.3.2-59
Bi	[^--Z][^--Z]*	---AFD*(&,ml---	(6,10)	posix-2.8.3.2-60
Ei	[^--Z][^--Z]*	---AFD*(&,ml---	(6,10)	posix-2.8.3.2-60
B	abc[def]ghi	xabcdghiy	(1,8)	posix-2.8.3.3-0
B	abc\(\(de\)\(fg\)\)hi	xabcdefghiy	(1,10)(4,8)(4,6)(6,8)	posix-2.8.3.3-1
B	abc*def	xabdefy	(1,6)	posix-2.8.3.3-2
B	abc*def	xabcdefy	(1,7)	posix-2.8.3.3-3
B	abc*def	xabcccccccdefy	(1,13)	posix-2.8.3.3-4
B	abc\(def\)*ghi	xabcghiy	(1,7)	posix-2.8.3.3-5
B	abc\(def\)*ghi	xabcdefghi	(1,10)(4,7)	posix-2.8.3.3-6
B	abc\(def\)*ghi	xabcdefdefdefghi	(1,16)(10,13)	posix-2.8.3.3-7
B	abc\{0,1\}def	xabdefy	(1,6)	posix-2.8.3.3-8
B	abc\{0,1\}def	xabcdefy	(1,7)	posix-2.8.3.3-9
B	abc\{0,1\}def	xabccdefy	NOMATCH	posix-2.8.3.3-10
B	abc\{1,3\}def	xabdefy	NOMATCH	posix-2.8.3.3-11
B	abc\{1,3\}def	xabcdefy	(1,7)	posix-2.8.3.3-12
B	abc\{1,3\}def	xabccdefy	(1,8)	posix-2.8.3.3-13
B	abc\{1,3\}def	xabcccdefy	(1,9)	posix-2.8.3.3-14
B	abc\{1,3\}def	xabccccdefy	NOMATCH	posix-2.8.3.3-15
B	abc\{1,\}def	xabdefy	NOMATCH	posix-2.8.3.3-16
B	abc\{1,\}def	xabcdefy	(1,7)	posix-2.8.3.3-17
B	abc\{1,\}def	xabccdefy	(1,8)	posix-2.8.3.3-18
B	abc\{1,\}def	xabcccdefy	(1,9)	posix-2.8.3.3-19
B	abc\{1,\}def	xabccccdefy	(1,10)	posix-2.8.3.3-20
B	abc\{3\}def	xabdefy	NOMATCH	posix-2.8.3.3-21
B	abc\{3\}def	xabcdefy	NOMATCH	posix-2.8.3.3-22
B	abc\{3\}def	xabccdefy	NOMATCH	posix-2.8.3.3-23
B	abc\{3\}def	xabcccdefy	(1,9)	posix-2.8.3.3-24
B	abc\{3\}def	xabccccdefy	NOMATCH	posix-2.8.3.3-25
B	abc\{ 1,3\}def	NULL	BADBR	posix-2.8.3.3-26
B	abc\{1 ,3\}def	NULL	BADBR	posix-2.8.3.3-27
B	abc\{1, 3\}def	NULL	BADBR	posix-2.8.3.3-28
B	abc\{1,3 \}def	NULL	BADBR	posix-2.8.3.3-29
B	\(\(a*\)\)*x\2	ax	(1,2)(1,1)(1,1)	posix-2.8.3.3-30
B	\(\(a*\)\)*x\2	axa	(0,3)(0,1)(0,1)	posix-2.8.3.3-31
B	\(\(abc\)*\(abc\)*\)\3	abcabc	(0,6)(0,3)(-1,-1)(0,3)	posix-2.8.3.3-32
B	\(\(abc\)\{0,1\}\(abc\)\{0,1\}\)\3	abcabc	(0,6)(0,3)(-1,-1)(0,3)	posix-2.8.3.3-33
B	\(\(abc\)\{0,2\}\(abc\)\{0,2\}\)\3	abcabc	(0,6)(0,3)(-1,-1)(0,3)	posix-2.8.3.3-34
B	a\(b\)c\2	NULL	ESUBREG	posix-2.8.3.3-35
Bi	\(abc\)\1	abcabc	(0,6)(0,3)	posix-2.8.3.3-36
Bi	\(abc\)\1	aBcAbC	(0,6)(0,3)	posix-2.8.3.3-37
B	^abc	abcdef	(0,3)	posix-2.8.3.5-0
B	^abc	xyzabcdef	NOMATCH	posix-2.8.3.5-1
B$	^abc	\nabcdef	NOMATCH	posix-2.8.3.5-2
B	abc$	defabc	(3,6)	posix-2.8.3.5-3
B$	abc$	defabc\n	NOMATCH	posix-2.8.3.5-4
B	^abc$	abc	(0,3)	posix-2.8.3.5-5
B$	^abc$	\nabc\n	NOMATCH	posix-2.8.3.5-6
B	a\{0,1\}^bc	bc	NOMATCH	posix-2.8.3.5-7
B	a\{0,1\}^bc	^bc	(0,3)	posix-2.8.3.5-8
B	a\{0,1\}^bc	a^bc	(0,4)	posix-2.8.3.5-9
B	a^bc	abc	NOMATCH	posix-2.8.3.5-10
B	a^bc	a^bc	(0,4)	posix-2.8.3.5-11
B	ab$c\{0,1\}	ab	NOMATCH	posix-2.8.3.5-12
B	ab$c\{0,1\}	ab$	(0,3)	posix-2.8.3.5-13
B	ab$c\{0,1\}	ab$c	(0,4)	posix-2.8.3.5-14
B	ab$c	abc	NOMATCH	posix-2.8.3.5-15
B$	ab$c	ab\nc	NOMATCH	posix-2.8.3.5-16
B	ab$c	ab$	NOMATCH	posix-2.8.3.5-17
B	ab$c	ab$c	(0,4)	posix-2.8.3.5-18
E	a	a	(0,1)	posix-2.8.4.1.1-0
E	\.	a.b	(1,2)	posix-2.8.4.1.2-0
E	\[	a[b	(1,2)	posix-2.8.4.1.2-1
E	\\	a\b	(1,2)	posix-2.8.4.1.2-2
E	\(	a(b	(1,2)	posix-2.8.4.1.2-3
E	\*	a*b	(1,2)	posix-2.8.4.1.2-4
E	\+	a+b	(1,2)	posix-2.8.4.1.2-5
E	\?	a?b	(1,2)	posix-2.8.4.1.2-6
E	\|	a|b	(1,2)	posix-2.8.4.1.2-7
E	\^	a^b	(1,2)	posix-2.8.4.1.2-8
E	\$	a$b	(1,2)	posix-2.8.4.1.2-9
E	.	a	(0,1)	posix-2.8.4.1.3-0
E$	.	\n	(0,1)	posix-2.8.4.1.3-1
E	abc[def]ghi	xabcdghiy	(1,8)	posix-2.8.4.3-0
E	abc((de)(fg))hi	xabcdefghiy	(1,10)(4,8)(4,6)(6,8)	posix-2.8.4.3-1
E	abc*def	xabdefy	(1,6)	posix-2.8.4.3-2
E	abc*def	xabcdefy	(1,7)	posix-2.8.4.3-3
E	abc*def	xabcccccccdefy	(1,13)	posix-2.8.4.3-4
E	abc(def)*ghi	xabcghiy	(1,7)	posix-2.8.4.3-5
E	abc(def)*ghi	xabcdefghi	(1,10)(4,7)	posix-2.8.4.3-6
E	abc(def)*ghi	xabcdefdefdefghi	(1,16)(10,13)	posix-2.8.4.3-7
E	abc+def	xabdefy	NOMATCH	posix-2.8.4.3-8
E	abc+def	xabcdefy	(1,7)	posix-2.8.4.3-9
E	abc+def	xabcccccccdefy	(1,13)	posix-2.8.4.3-10
E	abc(def)+ghi	xabcghiy	NOMATCH	posix-2.8.4.3-11
E	abc(def)+ghi	xabcdefghi	(1,10)(4,7)	posix-2.8.4.3-12
E	abc(def)+ghi	xabcdefdefdefghi	(1,16)(10,13)	posix-2.8.4.3-13
E	abc?def	xabdefy	(1,6)	posix-2.8.4.3-14
E	abc?def	xabcdefy	(1,7)	posix-2.8.4.3-15
E	abc?def	xabcccccccdefy	NOMATCH	posix-2.8.4.3-16
E	abc(def)?ghi	xabcghiy	(1,7)	posix-2.8.4.3-17
E	abc(def)?ghi	xabcdefghi	(1,10)(4,7)	posix-2.8.4.3-18
E	abc(def)?ghi	xabcdefdefdefghi	NOMATCH	posix-2.8.4.3-19
E	abc{0,1}def	xabdefy	(1,6)	posix-2.8.4.3-20
E	abc{0,1}def	xabcdefy	(1,7)	posix-2.8.4.3-21
E	abc{0,1}def	xabccdefy	NOMATCH	posix-2.8.4.3-22
E	abc{1,3}def	xabdefy	NOMATCH	posix-2.8.4.3-23
E	abc{1,3}def	xabcdefy	(1,7)	posix-2.8.4.3-24
E	abc{1,3}def	xabccdefy	(1,8)	posix-2.8.4.3-25
E	abc{1,3}def	xabcccdefy	(1,9)	posix-2.8.4.3-26
E	abc{1,3}def	xabccccdefy	NOMATCH	posix-2.8.4.3-27
E	abc{1,}def	xabdefy	NOMATCH	posix-2.8.4.3-28
E	abc{1,}def	xabcdefy	(1,7)	posix-2.8.4.3-29
E	abc{1,}def	xabccdefy	(1,8)	posix-2.8.4.3-30
E	abc{1,}def	xabcccdefy	(1,9)	posix-2.8.4.3-31
E	abc{1,}def	xabccccdefy	(1,10)	posix-2.8.4.3-32
E	abc{3}def	xabdefy	NOMATCH	posix-2.8.4.3-33
E	abc{3}def	xabcdefy	NOMATCH	posix-2.8.4.3-34
E	abc{3}def	xabccdefy	NOMATCH	posix-2.8.4.3-35
E	abc{3}def	xabcccdefy	(1,9)	posix-2.8.4.3-36
E	abc{3}def	xabccccdefy	NOMATCH	posix-2.8.4.3-37
E	abc{ 1,3}def	NULL	BADBR	posix-2.8.4.3-38
E	abc{1 ,3}def	NULL	BADBR	posix-2.8.4.3-39
E	abc{1, 3}def	NULL	BADBR	posix-2.8.4.3-40
E	abc{1,3 }def	NULL	BADBR	posix-2.8.4.3-41
E	(wee|week)(night|knights)s*	weeknights	(0,10)(0,4)(4,9)	posix-2.8.4.3-42
E	(a|aaa)*	aaaa	(0,4)(3,4)	posix-2.8.4.3-43
E	(a|aaa){0,100}	aaaa	(0,4)(3,4)	posix-2.8.4.3-44
E	(wee|week)(night|knights)(s*)	weeknights	(0,10)(0,4)(4,9)(9,10)	posix-2.8.4.3-45
E	(week|wee)(knights|night)	weeknights	(0,10)(0,3)(3,10)	posix-2.8.4.3-46
E	(aaa|a)+	aaaa	(0,4)(3,4)	posix-2.8.4.3-47
E	(a*)*x\1	aaaax	(0,5)(4,4)	posix-2.8.4.3-48
E	(a*)*x\1(a*)	aaaaxaa	(0,7)(4,4)(5,7)	posix-2.8.4.3-49
E	(a*)*x(\1a*)	aaaaxaa	(0,7)(4,4)(5,7)	posix-2.8.4.3-50
E	(a*)*x(\1x)*(.*)	aaaaxxyy	(0,8)(4,4)(5,6)(6,8)	posix-2.8.4.3-51
E	(a{0,}){0,}x\1	aaaax	(0,5)(4,4)	posix-2.8.4.3-52
E	(a{0,}){0,}x\1(a{0,})	aaaaxaa	(0,7)(4,4)(5,7)	posix-2.8.4.3-53
E	(a{0,}){0,}x(\1x){0,}(.{0,})	aaaaxxyy	(0,8)(4,4)(5,6)(6,8)	posix-2.8.4.3-54
E	a{0,1}^bc	bc	(0,2)	posix-2.8.4.6-0
E	a{0,1}^bc	^bc	NOMATCH	posix-2.8.4.6-1
E	a{0,1}^bc	a^bc	NOMATCH	posix-2.8.4.6-2
E	a^bc	abc	NOMATCH	posix-2.8.4.6-3
E	a^bc	a^bc	NOMATCH	posix-2.8.4.6-4
E	ab$c{0,1}	ab	(0,2)	posix-2.8.4.6-5
E	ab$c{0,1}	ab$	NOMATCH	posix-2.8.4.6-6
E	ab$c{0,1}	ab$c	NOMATCH	posix-2.8.4.6-7
E	ab$c	abc	NOMATCH	posix-2.8.4.6-8
E$	ab$c	ab\nc	NOMATCH	posix-2.8.4.6-9
E	ab$c	ab$	NOMATCH	posix-2.8.4.6-10
E	ab$c	ab$c	NOMATCH	posix-2.8.4.6-11
Bi	xx	xX	OK	posix-case-0
Ei	xx	xX	OK	posix-case-0
Bi	xX	xx	OK	posix-case-1
Ei	xX	xx	OK	posix-case-1
Bi	x x	x X	OK	posix-case-2
Ei	x x	x X	OK	posix-case-2
Bi	x X	x x	OK	posix-case-3
Ei	x X	x x	OK	posix-case-3
Bi	x X	x y x	NOMATCH	posix-case-4
Ei	x X	x y x	NOMATCH	posix-case-4
B	^*x	*x	OK	posix-nosub-0
B	\(*x\)	*x	OK	posix-nosub-1
B	*x	*x	OK	posix-nosub-3
B	a\{2,5\}	a	NOMATCH	posix-nosub-4
E	a{2,5}	a	NOMATCH	posix-nosub-5
B	a\{2,5\}	aa	OK	posix-nosub-6
E	a{2,5}	aa	OK	posix-nosub-7
B	a\{2,5\}	aaa	OK	posix-nosub-8
E	a{2,5}	aaa	OK	posix-nosub-9
B	a\{2,5\}	aaaa	OK	posix-nosub-10
E	a{2,5}	aaaa	OK	posix-nosub-11
B	a\{2,5\}	aaaaa	OK	posix-nosub-12
E	a{2,5}	aaaaa	OK	posix-nosub-13
B	a\{2,5\}	aaaaaa	OK	posix-nosub-14
E	a{2,5}	aaaaaa	OK	posix-nosub-15
E	(abcd){10,11}	abcd	NOMATCH	posix-nosub-16
E	back-tracking oriented stream-of-solution functions	in the spec, and the back-tracking oriented stream-of-solution functions	OK	posix-nosub-17
Bb	^abc	abcdef	NOMATCH	posix-not_ol-0
Eb	^abc	abcdef	NOMATCH	posix-not_ol-0
Bb$	^abc	xyz\nabcdef	NOMATCH	posix-not_ol-1
Eb$	^abc	xyz\nabcdef	NOMATCH	posix-not_ol-1
Bb	^abc	xyzabcdef	NOMATCH	posix-not_ol-2
Eb	^abc	xyzabcdef	NOMATCH	posix-not_ol-2
Bb$	^abc	\nabcdef	NOMATCH	posix-not_ol-3
Eb$	^abc	\nabcdef	NOMATCH	posix-not_ol-3
Be	abc$	defabc	NOMATCH	posix-not_ol-4
Ee	abc$	defabc	NOMATCH	posix-not_ol-4
Be$	abc$	defabc\nghi	NOMATCH	posix-not_ol-5
Ee$	abc$	defabc\nghi	NOMATCH	posix-not_ol-5
Be$	abc$	defabc\n	NOMATCH	posix-not_ol-6
Ee$	abc$	defabc\n	NOMATCH	posix-not_ol-6
Be	^abc$	abc	NOMATCH	posix-not_ol-7
Ee	^abc$	abc	NOMATCH	posix-not_ol-7
Bb	^abc$	abc	NOMATCH	posix-not_ol-8
Eb	^abc$	abc	NOMATCH	posix-not_ol-8
Bbe	^abc$	abc	NOMATCH	posix-not_ol-9
Ebe	^abc$	abc	NOMATCH	posix-not_ol-9
Bb$	^abc$	\nabc\n	NOMATCH	posix-not_ol-10
Eb$	^abc$	\nabc\n	NOMATCH	posix-not_ol-10
Be$	^abc$	\nabc\n	NOMATCH	posix-not_ol-11
Ee$	^abc$	\nabc\n	NOMATCH	posix-not_ol-11
Bbe$	^abc$	\nabc\n	NOMATCH	posix-not_ol-12
Ebe$	^abc$	\nabc\n	NOMATCH	posix-not_ol-12
Eb	^a(b)*c	abcdef	NOMATCH	posix-complex-not_ol-0
Eb$	^a(b)*c	xyz\nabcdef	NOMATCH	posix-complex-not_ol-1
Eb	^a(b)*c	xyzabcdef	NOMATCH	posix-complex-not_ol-2
Eb$	^a(b)*c	\nabcdef	NOMATCH	posix-complex-not_ol-3
Ee	a(b)*c$	defabc	NOMATCH	posix-complex-not_ol-4
Ee$	a(b)*c$	defabc\nghi	NOMATCH	posix-complex-not_ol-5
Ee$	a(b)*c$	defabc\n	NOMATCH	posix-complex-not_ol-6
Ee	^a(b)*c$	abc	NOMATCH	posix-complex-not_ol-7
Eb	^a(b)*c$	abc	NOMATCH	posix-complex-not_ol-8
Ebe	^a(b)*c$	abc	NOMATCH	posix-complex-not_ol-9
Eb$	^a(b)*c$	\nabc\n	NOMATCH	posix-complex-not_ol-10
Ee$	^a(b)*c$	\na(b)*c\n	NOMATCH	posix-complex-not_ol-11
Ebe$	^a(b)*c$	\nabc\n	NOMATCH	posix-complex-not_ol-12
B$	.	\n	OK	posix-newline-0
E$	.	\n	OK	posix-newline-0
Bn$	.	\n	NOMATCH	posix-newline-1
En$	.	\n	NOMATCH	posix-newline-1
Bn$	^abc	xyz\nabcdef\nxyz	(4,7)	posix-newline-2
En$	^abc	xyz\nabcdef\nxyz	(4,7)	posix-newline-2
Bn$	^abc	xyz\nxabcdef\nxyz	NOMATCH	posix-newline-3
En$	^abc	xyz\nxabcdef\nxyz	NOMATCH	posix-newline-3
Bn$	z$\nabc	xyz\nabcdef\nxyz	NOMATCH	posix-newline-4
En$	z$\nabc	xyz\nabcdef\nxyz	(2,7)	posix-newline-5
Bnb$	^abc	abc\nabcdef\nxyz	(4,7)	posix-newline-6
Enb$	^abc	abc\nabcdef\nxyz	(4,7)	posix-newline-6
Bn$	def$	xyz\nabcdef\nxyz	(7,10)	posix-newline-7
En$	def$	xyz\nabcdef\nxyz	(7,10)	posix-newline-7
Bn$	def$	xyz\nxabcdefx\nxyz	NOMATCH	posix-newline-8
En$	def$	xyz\nxabcdefx\nxyz	NOMATCH	posix-newline-8
Bn$	def$\nx	xyz\nabcdef\nxyz	NOMATCH	posix-newline-9
En$	def$\nx	xyz\nabcdef\nxyz	(7,12)	posix-newline-10
