: converted from the pcre testdata/testinput1 2001-06-15

E	the quick brown fox	the quick brown fox	(0,19)
E	SAME	The quick brown FOX	NOMATCH
E	SAME	What do you know about the quick brown fox?	(23,42)
E	SAME	What do you know about THE QUICK BROWN FOX?	NOMATCH
Ei	The quick brown fox	the quick brown fox	(0,19)
Ei	SAME	The quick brown FOX	(0,19)
Ei	SAME	What do you know about the quick brown fox?	(23,42)
Ei	SAME	What do you know about THE QUICK BROWN FOX?	(23,42)
E$	abcd\\t\\n\\r\\f\\a\\e\\071\\x3b\\$\\\\\\?caxyz	abcd\t\n\r\f\a\e9;$\\?caxyz	(0,20)
E	a*abc?xyz+pqr{3}ab{2,}xy{4,5}pq{0,6}AB{0,}zz	abxyzpqrrrabbxyyyypqAzz	(0,23)
E	SAME	abxyzpqrrrabbxyyyypqAzz	(0,23)
E	SAME	aabxyzpqrrrabbxyyyypqAzz	(0,24)
E	SAME	aaabxyzpqrrrabbxyyyypqAzz	(0,25)
E	SAME	aaaabxyzpqrrrabbxyyyypqAzz	(0,26)
E	SAME	abcxyzpqrrrabbxyyyypqAzz	(0,24)
E	SAME	aabcxyzpqrrrabbxyyyypqAzz	(0,25)
E	SAME	aaabcxyzpqrrrabbxyyyypAzz	(0,25)
E	SAME	aaabcxyzpqrrrabbxyyyypqAzz	(0,26)
E	SAME	aaabcxyzpqrrrabbxyyyypqqAzz	(0,27)
E	SAME	aaabcxyzpqrrrabbxyyyypqqqAzz	(0,28)
E	SAME	aaabcxyzpqrrrabbxyyyypqqqqAzz	(0,29)
E	SAME	aaabcxyzpqrrrabbxyyyypqqqqqAzz	(0,30)
E	SAME	aaabcxyzpqrrrabbxyyyypqqqqqqAzz	(0,31)
E	SAME	aaaabcxyzpqrrrabbxyyyypqAzz	(0,27)
E	SAME	abxyzzpqrrrabbxyyyypqAzz	(0,24)
E	SAME	aabxyzzzpqrrrabbxyyyypqAzz	(0,26)
E	SAME	aaabxyzzzzpqrrrabbxyyyypqAzz	(0,28)
E	SAME	aaaabxyzzzzpqrrrabbxyyyypqAzz	(0,29)
E	SAME	abcxyzzpqrrrabbxyyyypqAzz	(0,25)
E	SAME	aabcxyzzzpqrrrabbxyyyypqAzz	(0,27)
E	SAME	aaabcxyzzzzpqrrrabbxyyyypqAzz	(0,29)
E	SAME	aaaabcxyzzzzpqrrrabbxyyyypqAzz	(0,30)
E	SAME	aaaabcxyzzzzpqrrrabbbxyyyypqAzz	(0,31)
E	SAME	aaaabcxyzzzzpqrrrabbbxyyyyypqAzz	(0,32)
E	SAME	aaabcxyzpqrrrabbxyyyypABzz	(0,26)
E	SAME	aaabcxyzpqrrrabbxyyyypABBzz	(0,27)
E	SAME	>>>aaabxyzpqrrrabbxyyyypqAzz	(3,28)
E	SAME	>aaaabxyzpqrrrabbxyyyypqAzz	(1,27)
E	SAME	>>>>abcxyzpqrrrabbxyyyypqAzz	(4,28)
E	SAME	abxyzpqrrabbxyyyypqAzz	NOMATCH
E	SAME	abxyzpqrrrrabbxyyyypqAzz	NOMATCH
E	SAME	abxyzpqrrrabxyyyypqAzz	NOMATCH
E	SAME	aaaabcxyzzzzpqrrrabbbxyyyyyypqAzz	NOMATCH
E	SAME	aaaabcxyzzzzpqrrrabbbxyyypqAzz	NOMATCH
E	SAME	aaabcxyzpqrrrabbxyyyypqqqqqqqAzz	NOMATCH
E	^(abc){1,2}zz	abczz	(0,5)(0,3)
E	SAME	abcabczz	(0,8)(3,6)
E	SAME	zz	NOMATCH
E	SAME	abcabcabczz	NOMATCH
E	SAME	>>abczz	NOMATCH
E	^(b+?|a){1,2}?c	bc	(0,2)(0,1)
E	SAME	bbc	(0,3)(1,2)
E	SAME	bbbc	(0,4)(1,3)
E	SAME	bac	(0,3)(1,2)
E	SAME	bbac	(0,4)(2,3)
E	SAME	aac	(0,3)(1,2)
E	SAME	abbbbbbbbbbbc	(0,13)(1,12)
E	SAME	bbbbbbbbbbbac	(0,13)(11,12)
E	SAME	aaac	NOMATCH
E	SAME	abbbbbbbbbbbac	NOMATCH
E	^(b+|a){1,2}c	bc	(0,2)(0,1)
E	SAME	bbc	(0,3)(0,2)
E	SAME	bbbc	(0,4)(0,3)
E	SAME	bac	(0,3)(1,2)
E	SAME	bbac	(0,4)(2,3)
E	SAME	aac	(0,3)(1,2)
E	SAME	abbbbbbbbbbbc	(0,13)(1,12)
E	SAME	bbbbbbbbbbbac	(0,13)(11,12)
E	SAME	aaac	NOMATCH
E	SAME	abbbbbbbbbbbac	NOMATCH
E	^(b+|a){1,2}?bc	bbc	(0,3)(0,1)
E	^(b*|ba){1,2}?bc	babc	(0,4)(0,2)
E	SAME	bbabc	(0,5)(1,3)
